index,selected_model,selected_model_chaos,predicted,actual
1807,xgboost,0.0,3,3
1808,xgboost,0.0,4,5
1809,xgboost,0.0,4,4
1810,xgboost,0.0,0,0
1811,xgboost,0.0,1,1
1812,xgboost,0.0,2,2
1813,xgboost,0.0,2,2
1814,xgboost,0.0,1,1
1815,xgboost,0.0,3,4
1816,xgboost,0.0,2,1
1817,xgboost,0.0,3,3
1818,xgboost,0.0,1,1
1819,xgboost,0.0,3,3
1820,xgboost,0.0,3,3
1821,xgboost,0.0,0,0
1822,xgboost,0.0,1,1
1823,xgboost,0.0,0,0
1824,xgboost,0.0,1,1
1825,xgboost,0.0,1,3
1826,xgboost,0.0,1,1
1827,xgboost,0.0,2,2
1828,xgboost,0.0,2,2
1829,xgboost,0.0,3,0
1830,xgboost,0.0,5,5
1831,xgboost,0.0,2,2
1832,xgboost,0.0,0,0
1833,xgboost,0.0,1,5
1834,xgboost,0.0,4,4
1835,xgboost,0.0,0,0
1836,xgboost,0.0,4,2
1837,xgboost,0.0,0,2
1838,xgboost,0.0,1,1
1839,xgboost,0.0,5,5
1840,xgboost,0.0,2,2
1841,xgboost,0.0,1,1
1842,xgboost,0.0,1,5
1843,xgboost,0.0,0,0
1844,xgboost,0.0,0,0
1845,xgboost,0.0,1,1
1846,xgboost,0.0,0,0
1847,xgboost,0.0,1,1
1848,xgboost,0.0,5,3
1849,xgboost,0.0,1,5
1850,xgboost,0.0,5,1
1851,xgboost,0.0,5,5
1852,xgboost,0.0,3,3
1853,xgboost,0.0,5,5
1854,xgboost,0.0,1,1
1855,xgboost,0.0,0,0
1856,xgboost,0.0,5,5
1857,xgboost,0.0,5,5
1858,xgboost,0.0,2,2
1859,xgboost,0.0,2,2
1860,xgboost,0.0,1,3
1861,xgboost,0.0,4,4
1862,xgboost,0.0,0,0
1863,xgboost,0.0,1,1
1864,xgboost,0.0,0,3
1865,xgboost,0.0,1,1
1866,xgboost,0.0,1,1
1867,xgboost,0.0,5,5
1868,xgboost,0.0,3,3
1869,xgboost,0.0,1,3
1870,xgboost,0.0,5,2
1871,xgboost,0.0,3,0
1872,xgboost,0.0,4,4
1873,xgboost,0.0,1,1
1874,xgboost,0.0,0,0
1875,xgboost,0.0,2,2
1876,xgboost,0.0,0,0
1877,xgboost,0.0,1,1
1878,xgboost,0.0,5,5
1879,xgboost,0.0,1,5
1880,xgboost,0.0,3,1
1881,xgboost,0.0,2,2
1882,xgboost,0.0,0,2
1883,xgboost,0.0,0,3
1884,xgboost,0.0,4,4
1885,xgboost,0.0,3,5
1886,xgboost,0.0,4,4
1887,xgboost,0.0,0,0
1888,xgboost,0.0,0,0
1889,xgboost,0.0,1,1
1890,xgboost,0.0,1,1
1891,xgboost,0.0,1,1
1892,xgboost,0.0,0,2
1893,xgboost,0.0,5,5
1894,xgboost,0.0,4,4
1895,xgboost,0.0,0,0
1896,xgboost,0.0,4,4
1897,xgboost,0.0,5,5
1898,xgboost,0.0,0,4
1899,xgboost,0.0,4,4
1900,xgboost,0.0,2,2
1901,xgboost,0.0,1,1
1902,xgboost,0.0,2,2
1903,xgboost,0.0,2,2
1904,xgboost,0.0,1,4
1905,xgboost,0.0,5,4
1906,xgboost,0.0,2,2
1907,xgboost,0.0,4,4
1908,xgboost,0.0,0,2
1909,xgboost,0.0,5,3
1910,xgboost,0.0,2,2
1911,xgboost,0.0,0,0
1912,xgboost,0.0,5,0
1913,xgboost,0.0,4,4
1914,xgboost,0.0,3,2
1915,xgboost,0.0,2,2
1916,xgboost,0.0,1,1
1917,xgboost,0.0,1,1
1918,xgboost,0.0,1,1
1919,xgboost,0.0,2,2
1920,xgboost,0.0,0,2
1921,xgboost,0.0,0,0
1922,xgboost,0.0,5,5
1923,xgboost,0.0,4,4
1924,xgboost,0.0,0,0
1925,xgboost,0.0,1,1
1926,xgboost,0.0,0,0
1927,xgboost,0.0,0,0
1928,xgboost,0.0,0,0
1929,xgboost,0.0,1,1
1930,xgboost,0.0,5,5
1931,xgboost,0.0,3,3
1932,xgboost,0.0,4,4
1933,xgboost,0.0,4,4
1934,xgboost,0.0,1,0
1935,xgboost,0.0,5,5
1936,xgboost,0.0,1,1
1937,xgboost,0.0,3,3
1938,xgboost,0.0,3,3
1939,xgboost,0.0,4,0
1940,xgboost,0.0,3,0
1941,xgboost,0.0,1,1
1942,xgboost,0.0,1,1
1943,xgboost,0.0,2,2
1944,xgboost,0.0,2,1
1945,xgboost,0.0,0,0
1946,xgboost,0.0,5,5
1947,xgboost,0.0,0,0
1948,xgboost,0.0,0,0
1949,xgboost,0.0,3,3
1950,xgboost,0.0,1,1
1951,xgboost,0.0,4,4
1952,xgboost,0.0,1,1
1953,xgboost,0.0,2,2
1954,xgboost,0.0,0,5
1955,xgboost,0.0,5,5
1956,xgboost,0.0,1,1
1957,xgboost,0.0,1,1
1958,xgboost,0.0,0,0
1959,xgboost,0.0,4,4
1960,xgboost,0.0,0,0
1961,xgboost,0.0,3,3
1962,xgboost,0.0,1,3
1963,xgboost,0.0,5,5
1964,xgboost,0.0,5,5
1965,xgboost,0.0,4,4
1966,xgboost,0.0,5,5
1967,xgboost,0.0,2,2
1968,xgboost,0.0,3,3
1969,xgboost,0.0,5,4
1970,xgboost,0.0,3,3
1971,xgboost,0.0,0,1
1972,xgboost,0.0,1,1
1973,xgboost,0.0,5,4
1974,xgboost,0.0,0,0
1975,xgboost,0.0,2,2
1976,xgboost,0.0,1,2
1977,xgboost,0.0,5,5
1978,xgboost,0.0,4,4
1979,xgboost,0.0,2,2
1980,xgboost,0.0,5,5
1981,xgboost,0.0,3,3
1982,xgboost,0.0,0,0
1983,xgboost,0.0,5,5
1984,xgboost,0.0,5,1
1985,xgboost,0.0,4,1
1986,xgboost,0.0,0,3
1987,xgboost,0.0,0,4
1988,xgboost,0.0,5,5
1989,xgboost,0.0,5,3
1990,xgboost,0.0,1,1
1991,xgboost,0.0,1,1
1992,xgboost,0.0,1,1
1993,xgboost,0.0,0,0
1994,xgboost,0.0,0,0
1995,xgboost,0.0,1,1
1996,xgboost,0.0,1,2
1997,xgboost,0.0,5,4
1998,xgboost,0.0,0,0
1999,xgboost,0.0,5,5
2000,xgboost,0.0,0,0
2001,xgboost,0.0,5,5
2002,xgboost,0.0,0,0
2003,xgboost,0.0,1,1
2004,xgboost,0.0,5,5
2005,xgboost,0.0,4,4
2006,xgboost,0.0,0,0
2007,xgboost,0.0,0,0
2008,xgboost,0.0,1,1
2009,xgboost,0.0,2,5
2010,xgboost,0.0,2,2
2011,xgboost,0.0,1,1
2012,xgboost,0.0,5,5
2013,xgboost,0.0,0,0
2014,xgboost,0.0,0,0
2015,xgboost,0.0,0,0
2016,xgboost,0.0,0,0
2017,xgboost,0.0,3,3
2018,xgboost,0.0,0,0
2019,xgboost,0.0,5,0
2020,xgboost,0.0,4,2
2021,xgboost,0.0,2,2
2022,xgboost,0.0,5,5
2023,xgboost,0.0,3,0
2024,xgboost,0.0,0,0
2025,xgboost,0.0,5,5
2026,xgboost,0.0,0,0
2027,xgboost,0.0,0,0
2028,xgboost,0.0,1,1
2029,xgboost,0.0,0,3
2030,xgboost,0.0,0,5
2031,xgboost,0.0,1,1
2032,xgboost,0.0,1,2
2033,xgboost,0.0,4,4
2034,xgboost,0.0,4,4
2035,xgboost,0.0,2,2
2036,xgboost,0.0,3,3
2037,xgboost,0.0,1,4
2038,xgboost,0.0,3,3
2039,xgboost,0.0,0,4
2040,xgboost,0.0,1,4
2041,xgboost,0.0,1,1
2042,xgboost,0.0,2,4
2043,xgboost,0.0,2,2
2044,xgboost,0.0,4,3
2045,xgboost,0.0,0,0
2046,xgboost,0.0,0,0
2047,xgboost,0.0,4,0
2048,xgboost,0.0,3,3
2049,xgboost,0.0,5,3
2050,xgboost,0.0,0,0
2051,xgboost,0.0,1,2
2052,xgboost,0.0,4,4
2053,xgboost,0.0,0,0
2054,xgboost,0.0,5,5
2055,xgboost,0.0,3,3
2056,xgboost,0.0,5,5
2057,xgboost,0.0,3,5
2058,xgboost,0.0,3,3
2059,xgboost,0.0,0,0
2060,xgboost,0.0,1,2
2061,xgboost,0.0,0,1
2062,xgboost,0.0,5,5
2063,xgboost,0.0,0,0
2064,xgboost,0.0,1,1
2065,xgboost,0.0,5,5
2066,xgboost,0.0,0,0
2067,xgboost,0.0,4,5
2068,xgboost,0.0,5,0
2069,xgboost,0.0,0,2
2070,xgboost,0.0,4,4
2071,xgboost,0.0,4,4
2072,xgboost,0.0,0,3
2073,xgboost,0.0,1,1
2074,xgboost,0.0,1,5
2075,xgboost,0.0,5,5
2076,xgboost,0.0,0,0
2077,xgboost,0.0,0,1
2078,xgboost,0.0,5,5
2079,xgboost,0.0,5,1
2080,xgboost,0.0,1,1
2081,xgboost,0.0,2,4
2082,xgboost,0.0,5,5
2083,xgboost,0.0,5,5
2084,xgboost,0.0,3,3
2085,xgboost,0.0,1,1
2086,xgboost,0.0,0,0
2087,xgboost,0.0,4,4
2088,xgboost,0.0,3,3
2089,xgboost,0.0,1,4
2090,xgboost,0.0,0,0
2091,xgboost,0.0,3,3
2092,xgboost,0.0,4,4
2093,xgboost,0.0,0,0
2094,xgboost,0.0,2,2
2095,xgboost,0.0,3,3
2096,xgboost,0.0,0,0
2097,xgboost,0.0,3,3
2098,xgboost,0.0,1,5
2099,xgboost,0.0,5,5
2100,xgboost,0.0,4,4
2101,xgboost,0.0,1,1
2102,xgboost,0.0,2,2
2103,xgboost,0.0,1,1
2104,xgboost,0.0,0,0
2105,xgboost,0.0,3,3
2106,xgboost,0.0,5,5
2107,xgboost,0.0,1,1
2108,xgboost,0.0,5,5
2109,xgboost,0.0,1,2
2110,xgboost,0.0,1,0
2111,xgboost,0.0,0,2
2112,xgboost,0.0,2,2
2113,xgboost,0.0,0,0
2114,xgboost,0.0,3,3
2115,xgboost,0.0,2,2
2116,xgboost,0.0,1,1
2117,xgboost,0.0,1,0
2118,xgboost,0.0,0,0
2119,xgboost,0.0,5,5
2120,xgboost,0.0,4,4
2121,xgboost,0.0,2,2
2122,xgboost,0.0,1,1
2123,xgboost,0.0,3,3
2124,xgboost,0.0,4,2
2125,xgboost,0.0,2,3
2126,xgboost,0.0,5,5
2127,xgboost,0.0,2,2
2128,xgboost,0.0,3,3
2129,xgboost,0.0,2,2
2130,xgboost,0.0,1,0
2131,xgboost,0.0,5,2
2132,xgboost,0.0,1,1
2133,xgboost,0.0,2,2
2134,xgboost,0.0,3,3
2135,xgboost,0.0,1,1
2136,xgboost,0.0,5,3
2137,xgboost,0.0,4,4
2138,xgboost,0.0,4,4
2139,xgboost,0.0,5,1
2140,xgboost,0.0,4,4
2141,xgboost,0.0,4,4
2142,xgboost,0.0,0,0
2143,xgboost,0.0,3,3
2144,xgboost,0.0,5,4
2145,xgboost,0.0,1,1
2146,xgboost,0.0,5,0
2147,xgboost,0.0,4,4
2148,xgboost,0.0,2,2
2149,xgboost,0.0,1,1
2150,xgboost,0.0,1,3
2151,xgboost,0.0,2,2
2152,xgboost,0.0,3,4
2153,xgboost,0.0,1,1
2154,xgboost,0.0,2,2
2155,xgboost,0.0,1,1
2156,xgboost,0.0,5,5
2157,xgboost,0.0,2,2
2158,xgboost,0.0,1,1
2159,xgboost,0.0,2,2
2160,xgboost,0.0,5,5
2161,xgboost,0.0,3,3
2162,xgboost,0.0,3,3
2163,xgboost,0.0,1,0
2164,xgboost,0.0,5,2
2165,xgboost,0.0,5,5
2166,xgboost,0.0,1,1
2167,xgboost,0.0,0,0
2168,xgboost,0.0,2,2
2169,xgboost,0.0,0,0
2170,xgboost,0.0,4,2
2171,xgboost,0.0,3,3
2172,xgboost,0.0,1,1
2173,xgboost,0.0,5,5
2174,xgboost,0.0,4,3
2175,xgboost,0.0,0,0
2176,xgboost,0.0,4,4
2177,xgboost,0.0,0,0
2178,xgboost,0.0,4,4
2179,xgboost,0.0,1,2
2180,xgboost,0.0,3,3
2181,xgboost,0.0,2,2
2182,xgboost,0.0,5,5
2183,xgboost,0.0,0,1
2184,xgboost,0.0,4,4
2185,xgboost,0.0,1,1
2186,xgboost,0.0,5,2
2187,xgboost,0.0,3,3
2188,xgboost,0.0,3,3
2189,xgboost,0.0,2,2
2190,xgboost,0.0,2,2
2191,xgboost,0.0,3,3
2192,xgboost,0.0,5,5
2193,xgboost,0.0,4,4
2194,xgboost,0.0,1,1
2195,xgboost,0.0,2,0
2196,xgboost,0.0,2,2
2197,xgboost,0.0,2,2
2198,xgboost,0.0,3,3
2199,xgboost,0.0,1,1
2200,xgboost,0.0,4,1
2201,xgboost,0.0,5,5
2202,xgboost,0.0,4,4
2203,xgboost,0.0,5,5
2204,xgboost,0.0,5,5
2205,xgboost,0.0,1,1
2206,xgboost,0.0,4,4
2207,xgboost,0.0,4,4
2208,xgboost,0.0,4,4
2209,xgboost,0.0,3,3
2210,xgboost,0.0,4,4
2211,xgboost,0.0,1,1
2212,xgboost,0.0,2,3
2213,xgboost,0.0,0,0
2214,xgboost,0.0,2,2
2215,xgboost,0.0,2,5
2216,xgboost,0.0,2,4
2217,xgboost,0.0,0,0
2218,xgboost,0.0,4,4
2219,xgboost,0.0,1,5
2220,xgboost,0.0,1,1
2221,xgboost,0.0,1,1
2222,xgboost,0.0,2,5
2223,xgboost,0.0,0,0
2224,xgboost,0.0,1,3
2225,xgboost,0.0,2,2
2226,xgboost,0.0,0,2
2227,xgboost,0.0,2,2
2228,xgboost,0.0,3,3
2229,xgboost,0.0,4,4
2230,xgboost,0.0,5,5
2231,xgboost,0.0,2,5
2232,xgboost,0.0,3,3
2233,xgboost,0.0,0,0
2234,xgboost,0.0,2,2
2235,xgboost,0.0,2,5
2236,xgboost,0.0,0,1
2237,xgboost,0.0,1,1
2238,xgboost,0.0,5,5
2239,xgboost,0.0,2,2
2240,xgboost,0.0,1,2
2241,xgboost,0.0,1,2
2242,xgboost,0.0,0,0
2243,xgboost,0.0,1,1
2244,xgboost,0.0,0,0
2245,xgboost,0.0,3,3
2246,xgboost,0.0,4,4
2247,xgboost,0.0,2,2
2248,xgboost,0.0,2,3
2249,xgboost,0.0,4,4
2250,xgboost,0.0,2,1
2251,xgboost,0.0,0,4
2252,xgboost,0.0,4,4
2253,xgboost,0.0,2,5
2254,xgboost,0.0,4,4
2255,xgboost,0.0,0,5
2256,xgboost,0.0,4,4
2257,xgboost,0.0,5,5
2258,xgboost,0.0,1,1
2259,xgboost,0.0,1,1
2260,xgboost,0.0,3,4
2261,xgboost,0.0,5,0
2262,xgboost,0.0,0,1
2263,xgboost,0.0,3,3
2264,xgboost,0.0,1,3
2265,xgboost,0.0,5,5
2266,xgboost,0.0,0,0
2267,xgboost,0.0,2,2
2268,xgboost,0.0,5,5
2269,xgboost,0.0,4,4
2270,xgboost,0.0,1,1
2271,xgboost,0.0,2,0
2272,xgboost,0.0,5,5
2273,xgboost,0.0,5,5
2274,xgboost,0.0,3,3
2275,xgboost,0.0,4,4
2276,xgboost,0.0,5,5
2277,xgboost,0.0,3,3
2278,xgboost,0.0,0,0
2279,xgboost,0.0,1,5
2280,xgboost,0.0,2,2
2281,xgboost,0.0,5,2
2282,xgboost,0.0,3,3
2283,xgboost,0.0,2,2
2284,xgboost,0.0,0,4
2285,xgboost,0.0,1,1
2286,xgboost,0.0,2,2
2287,xgboost,0.0,0,0
2288,xgboost,0.0,5,5
2289,xgboost,0.0,3,3
2290,xgboost,0.0,4,5
2291,xgboost,0.0,1,1
2292,xgboost,0.0,5,5
2293,xgboost,0.0,5,5
2294,xgboost,0.0,5,3
2295,xgboost,0.0,1,1
2296,xgboost,0.0,0,0
2297,xgboost,0.0,3,3
2298,xgboost,0.0,1,1
2299,xgboost,0.0,1,1
2300,xgboost,0.0,5,5
2301,xgboost,0.0,4,4
2302,xgboost,0.0,4,4
2303,xgboost,0.0,0,0
2304,xgboost,0.0,5,5
2305,xgboost,0.0,4,4
2306,xgboost,0.0,1,3
2307,xgboost,0.0,0,0
2308,xgboost,0.0,5,5
2309,xgboost,0.0,5,2
2310,xgboost,0.0,5,3
2311,xgboost,0.0,0,4
2312,xgboost,0.0,2,4
2313,xgboost,0.0,4,4
2314,xgboost,0.0,4,4
2315,xgboost,0.0,1,1
2316,xgboost,0.0,2,2
2317,xgboost,0.0,0,0
2318,xgboost,0.0,1,0
2319,xgboost,0.0,4,4
2320,xgboost,0.0,5,0
2321,xgboost,0.0,2,2
2322,xgboost,0.0,2,3
2323,xgboost,0.0,3,3
2324,xgboost,0.0,0,0
2325,xgboost,0.0,3,4
2326,xgboost,0.0,1,5
2327,xgboost,0.0,2,2
2328,xgboost,0.0,4,4
2329,xgboost,0.0,1,1
2330,xgboost,0.0,5,5
2331,xgboost,0.0,2,2
2332,xgboost,0.0,1,1
2333,xgboost,0.0,0,0
2334,xgboost,0.0,5,1
2335,xgboost,0.0,0,0
2336,xgboost,0.0,1,1
2337,xgboost,0.0,2,5
2338,xgboost,0.0,0,1
2339,xgboost,0.0,4,4
2340,xgboost,0.0,4,0
2341,xgboost,0.0,3,3
2342,xgboost,0.0,1,1
2343,xgboost,0.0,0,0
2344,xgboost,0.0,4,3
2345,xgboost,0.0,0,0
2346,xgboost,0.0,5,0
2347,xgboost,0.0,3,3
2348,xgboost,0.0,3,3
2349,xgboost,0.0,5,5
2350,xgboost,0.0,0,2
2351,xgboost,0.0,1,1
2352,xgboost,0.0,5,1
2353,xgboost,0.0,0,0
2354,xgboost,0.0,4,4
2355,xgboost,0.0,4,4
2356,xgboost,0.0,2,2
2357,xgboost,0.0,0,0
2358,xgboost,0.0,3,5
2359,xgboost,0.0,3,3
2360,xgboost,0.0,0,0
2361,xgboost,0.0,4,1
2362,xgboost,0.0,2,4
2363,xgboost,0.0,4,4
2364,xgboost,0.0,4,4
2365,xgboost,0.0,2,5
2366,xgboost,0.0,0,1
2367,xgboost,0.0,5,5
2368,xgboost,0.0,3,3
2369,xgboost,0.0,0,0
2370,xgboost,0.0,0,0
2371,xgboost,0.0,4,4
2372,xgboost,0.0,4,4
2373,xgboost,0.0,3,3
2374,xgboost,0.0,5,5
2375,xgboost,0.0,2,2
2376,xgboost,0.0,3,2
2377,xgboost,0.0,2,2
2378,xgboost,0.0,2,1
2379,xgboost,0.0,3,3
2380,xgboost,0.0,1,0
2381,xgboost,0.0,4,0
2382,xgboost,0.0,1,5
2383,xgboost,0.0,1,3
2384,xgboost,0.0,1,1
2385,xgboost,0.0,2,3
2386,xgboost,0.0,0,3
2387,xgboost,0.0,5,5
2388,xgboost,0.0,1,1
2389,xgboost,0.0,2,2
2390,xgboost,0.0,1,0
2391,xgboost,0.0,3,4
2392,xgboost,0.0,2,2
2393,xgboost,0.0,4,1
2394,xgboost,0.0,0,0
2395,xgboost,0.0,2,2
2396,xgboost,0.0,5,5
2397,xgboost,0.0,1,1
2398,xgboost,0.0,0,1
2399,xgboost,0.0,0,0
2400,xgboost,0.0,0,0
2401,xgboost,0.0,3,3
2402,xgboost,0.0,3,3
2403,xgboost,0.0,1,1
2404,xgboost,0.0,4,4
2405,xgboost,0.0,5,5
2406,xgboost,0.0,0,0
2407,xgboost,0.0,3,3
2408,xgboost,0.0,5,5
2409,xgboost,0.0,2,2
2410,xgboost,0.0,2,2
2411,xgboost,0.0,1,1
2412,xgboost,0.0,0,0
2413,xgboost,0.0,4,2
2414,xgboost,0.0,1,0
2415,xgboost,0.0,1,3
2416,xgboost,0.0,2,2
2417,xgboost,0.0,4,4
2418,xgboost,0.0,2,2
2419,xgboost,0.0,0,0
2420,xgboost,0.0,4,4
2421,xgboost,0.0,3,5
2422,xgboost,0.0,2,2
2423,xgboost,0.0,0,0
2424,xgboost,0.0,0,2
2425,xgboost,0.0,2,2
2426,xgboost,0.0,0,0
2427,xgboost,0.0,4,4
2428,xgboost,0.0,3,3
2429,xgboost,0.0,2,2
2430,xgboost,0.0,1,1
2431,xgboost,0.0,5,5
2432,xgboost,0.0,0,0
2433,xgboost,0.0,2,2
2434,xgboost,0.0,3,3
2435,xgboost,0.0,0,0
2436,xgboost,0.0,2,2
2437,xgboost,0.0,5,5
2438,xgboost,0.0,1,1
2439,xgboost,0.0,0,0
2440,xgboost,0.0,2,2
2441,xgboost,0.0,4,4
2442,xgboost,0.0,3,3
2443,xgboost,0.0,1,1
2444,xgboost,0.0,0,0
2445,xgboost,0.0,4,2
2446,xgboost,0.0,1,1
2447,xgboost,0.0,4,4
2448,xgboost,0.0,0,0
2449,xgboost,0.0,1,1
2450,xgboost,0.0,0,0
2451,xgboost,0.0,0,0
2452,xgboost,0.0,1,1
2453,xgboost,0.0,0,0
2454,xgboost,0.0,0,4
2455,xgboost,0.0,1,1
2456,xgboost,0.0,0,2
2457,xgboost,0.0,5,1
2458,xgboost,0.0,4,4
2459,xgboost,0.0,4,4
2460,xgboost,0.0,4,4
2461,xgboost,0.0,1,2
2462,xgboost,0.0,2,2
2463,xgboost,0.0,0,0
2464,xgboost,0.0,0,0
2465,xgboost,0.0,5,5
2466,xgboost,0.0,0,0
2467,xgboost,0.0,4,4
2468,xgboost,0.0,5,5
2469,xgboost,0.0,4,4
2470,xgboost,0.0,3,3
2471,xgboost,0.0,0,2
2472,xgboost,0.0,4,1
2473,xgboost,0.0,3,3
2474,xgboost,0.0,2,2
2475,xgboost,0.0,2,2
2476,xgboost,0.0,4,4
2477,xgboost,0.0,1,0
2478,xgboost,0.0,1,1
2479,xgboost,0.0,0,0
2480,xgboost,0.0,0,0
2481,xgboost,0.0,1,1
2482,xgboost,0.0,1,1
2483,xgboost,0.0,3,3
2484,xgboost,0.0,0,4
2485,xgboost,0.0,0,0
2486,xgboost,0.0,4,4
2487,xgboost,0.0,4,4
2488,xgboost,0.0,3,5
2489,xgboost,0.0,0,3
2490,xgboost,0.0,0,0
2491,xgboost,0.0,2,2
2492,xgboost,0.0,1,1
2493,xgboost,0.0,1,1
2494,xgboost,0.0,4,4
2495,xgboost,0.0,3,3
2496,xgboost,0.0,3,3
2497,xgboost,0.0,1,0
2498,xgboost,0.0,0,0
2499,xgboost,0.0,4,4
2500,xgboost,0.0,1,4
2501,xgboost,0.0,4,4
2502,xgboost,0.0,5,5
2503,xgboost,0.0,3,3
2504,xgboost,0.0,5,4
2505,xgboost,0.0,3,3
2506,xgboost,0.0,2,2
2507,xgboost,0.0,1,1
2508,xgboost,0.0,1,1
2509,xgboost,0.0,2,3
2510,xgboost,0.0,1,2
2511,xgboost,0.0,1,1
2512,xgboost,0.0,4,1
2513,xgboost,0.0,1,1
2514,xgboost,0.0,0,0
2515,xgboost,0.0,2,2
2516,xgboost,0.0,2,0
2517,xgboost,0.0,3,3
2518,xgboost,0.0,3,3
2519,xgboost,0.0,5,5
2520,xgboost,0.0,4,0
2521,xgboost,0.0,4,3
2522,xgboost,0.0,4,0
2523,xgboost,0.0,5,5
2524,xgboost,0.0,3,3
2525,xgboost,0.0,3,3
2526,xgboost,0.0,5,3
2527,xgboost,0.0,2,3
2528,xgboost,0.0,4,4
2529,xgboost,0.0,2,2
2530,xgboost,0.0,2,2
2531,xgboost,0.0,2,0
2532,xgboost,0.0,1,0
2533,xgboost,0.0,0,0
2534,xgboost,0.0,5,5
2535,xgboost,0.0,5,4
2536,xgboost,0.0,0,0
2537,xgboost,0.0,0,0
2538,xgboost,0.0,1,3
2539,xgboost,0.0,3,3
2540,xgboost,0.0,3,3
2541,xgboost,0.0,3,0
2542,xgboost,0.0,3,3
2543,xgboost,0.0,0,0
2544,xgboost,0.0,5,5
2545,xgboost,0.0,3,5
2546,xgboost,0.0,4,1
2547,xgboost,0.0,2,4
2548,xgboost,0.0,3,3
2549,xgboost,0.0,4,2
2550,xgboost,0.0,4,3
2551,xgboost,0.0,4,4
2552,xgboost,0.0,4,4
2553,xgboost,0.0,0,1
2554,xgboost,0.0,1,4
2555,xgboost,0.0,0,0
2556,xgboost,0.0,3,3
2557,xgboost,0.0,0,4
2558,xgboost,0.0,0,0
2559,xgboost,0.0,4,4
2560,xgboost,0.0,1,2
2561,xgboost,0.0,0,0
2562,xgboost,0.0,5,5
2563,xgboost,0.0,3,0
2564,xgboost,0.0,1,1
2565,xgboost,0.0,0,0
2566,xgboost,0.0,4,4
2567,xgboost,0.0,5,5
2568,xgboost,0.0,4,5
2569,xgboost,0.0,0,0
2570,xgboost,0.0,4,4
2571,xgboost,0.0,5,5
2572,xgboost,0.0,2,2
2573,xgboost,0.0,3,0
2574,xgboost,0.0,1,0
2575,xgboost,0.0,1,0
2576,xgboost,0.0,5,5
2577,xgboost,0.0,0,3
2578,xgboost,0.0,1,4
2579,xgboost,0.0,1,1
2580,xgboost,0.0,4,1
2581,xgboost,0.0,4,4
2582,xgboost,0.0,3,3
2583,xgboost,0.0,0,4
2584,xgboost,0.0,0,0
2585,xgboost,0.0,2,2
2586,xgboost,0.0,4,4
2587,xgboost,0.0,4,4
2588,xgboost,0.0,2,2
2589,xgboost,0.0,5,5
2590,xgboost,0.0,1,1
2591,xgboost,0.0,1,1
2592,xgboost,0.0,0,0
2593,xgboost,0.0,1,2
2594,xgboost,0.0,0,0
2595,xgboost,0.0,5,5
2596,xgboost,0.0,0,0
2597,xgboost,0.0,2,2
2598,xgboost,0.0,2,2
2599,xgboost,0.0,3,3
2600,xgboost,0.0,5,5
2601,xgboost,0.0,2,2
2602,xgboost,0.0,2,2
2603,xgboost,0.0,5,5
2604,xgboost,0.0,4,4
2605,xgboost,0.0,4,4
2606,xgboost,0.0,3,3
2607,xgboost,0.0,5,2
2608,xgboost,0.0,1,5
2609,xgboost,0.0,3,5
2610,xgboost,0.0,4,4
2611,xgboost,0.0,1,1
2612,xgboost,0.0,1,1
2613,xgboost,0.0,2,2
2614,xgboost,0.0,4,4
2615,xgboost,0.0,2,2
2616,xgboost,0.0,0,0
2617,xgboost,0.0,5,5
2618,xgboost,0.0,2,2
2619,xgboost,0.0,0,3
2620,xgboost,0.0,1,1
2621,xgboost,0.0,2,2
2622,xgboost,0.0,0,0
2623,xgboost,0.0,5,5
2624,xgboost,0.0,0,0
2625,xgboost,0.0,2,2
2626,xgboost,0.0,5,5
2627,xgboost,0.0,5,5
2628,xgboost,0.0,4,4
2629,xgboost,0.0,4,4
2630,xgboost,0.0,5,3
2631,xgboost,0.0,1,3
2632,xgboost,0.0,1,0
2633,xgboost,0.0,4,4
2634,xgboost,0.0,5,5
2635,xgboost,0.0,4,4
2636,xgboost,0.0,5,5
2637,xgboost,0.0,4,4
2638,xgboost,0.0,5,5
2639,xgboost,0.0,0,0
2640,xgboost,0.0,4,4
2641,xgboost,0.0,1,1
2642,xgboost,0.0,1,1
2643,xgboost,0.0,5,5
2644,xgboost,0.0,0,0
2645,xgboost,0.0,5,5
2646,xgboost,0.0,0,0
2647,xgboost,0.0,3,3
2648,xgboost,0.0,0,4
2649,xgboost,0.0,0,0
2650,xgboost,0.0,5,5
2651,xgboost,0.0,3,3
2652,xgboost,0.0,5,5
2653,xgboost,0.0,1,1
2654,xgboost,0.0,1,1
2655,xgboost,0.0,4,4
2656,xgboost,0.0,5,2
2657,xgboost,0.0,4,4
2658,xgboost,0.0,3,3
2659,xgboost,0.0,1,1
2660,xgboost,0.0,2,0
2661,xgboost,0.0,1,1
2662,xgboost,0.0,2,2
2663,xgboost,0.0,4,4
2664,xgboost,0.0,2,5
2665,xgboost,0.0,0,3
2666,xgboost,0.0,2,2
2667,xgboost,0.0,1,1
2668,xgboost,0.0,2,0
2669,xgboost,0.0,2,2
2670,xgboost,0.0,4,0
2671,xgboost,0.0,2,0
2672,xgboost,0.0,3,3
2673,xgboost,0.0,0,0
2674,xgboost,0.0,1,0
2675,xgboost,0.0,0,1
2676,xgboost,0.0,3,3
2677,xgboost,0.0,5,5
2678,xgboost,0.0,5,5
2679,xgboost,0.0,4,0
